# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2013-12-16 18:49:04 EST       (caww01)
#
# Data for the following 16 site(s) are contained in this file
#    USGS 04072150 DUCK CREEK NEAR HOWARD, WI
#    USGS 04073468 GREEN LAKE INLET AT CT HIGHWAY A NR GREEN LAKE, WI
#    USGS 04073970 WAUKAU CREEK NEAR OMRO, WI
#    USGS 04074950 WOLF RIVER AT LANGLADE, WI
#    USGS 04078500 EMBARRASS RIVER NEAR EMBARRASS, WI
#    USGS 04084038 DE NEVEU CREEK @ E. MERRILL ST. AT FOND DU LAC, WI
#    USGS 04084911 PLUM CREEK NEAR WRIGHTSTOWN, WI
#    USGS 04085046 APPLE CREEK AT SNIDERVILLE, WI
#    USGS 04085068 ASHWAUBENON CREEK NEAR LITTLE RAPIDS, WI
#    USGS 04085108 EAST RIVER @ CNTY TRUNK HIGHWAY ZZ NR GREENLEAF,WI
#    USGS 04085119 BOWER CREEK @ COUNTY TRNK HIGHWAY MM NR DE PERE,WI
#    USGS 040851325 BAIRD CREEK AT SUPERIOR ROAD AT GREEN BAY, WI
#    USGS 434451088272300 RAIN GAGE AT PUMP HOUSE AT FOND DU LAC, WI
#    USGS 434625088284900 FIRE STATION RG @ WESTERN AVENUE AT FOND DU LAC,WI
#    USGS 441546088082001 GLRI EAST RIVER WATERWAY NUMBER 2 NR GREENLEAF, WI
#    USGS 441624088045601 GLRI EAST RIVER WATERWAY NUMBER 1 NR GREENLEAF, WI
# -----------------------------------------------------------------------------------
#
# Data provided for site 04072150
#    DD parameter statistic   Description
#    07   00045     00006     Precipitation, total, inches (Sum)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	07_00045_00006	07_00045_00006_cd
USGS	04085046	2004-01-27	0.00	A
USGS	04085046	2004-01-28	0.00	A
USGS	04085046	2004-01-29	0.00	A
USGS	04085046	2004-01-30	0.00	A
USGS	04085046	2004-01-31	0.00	A
USGS	04085046	2004-02-01	0.00	A
USGS	04085046	2004-02-02	0.00	A
USGS	04085046	2004-02-03	0.00	A
USGS	04085046	2004-02-04	0.00	A
USGS	04085046	2004-02-05	0.00	A
USGS	04085046	2004-02-06	0.00	A
USGS	04085046	2004-02-07	0.00	A
USGS	04085046	2004-02-08	0.00	A
USGS	04085046	2004-02-09	0.00	A
USGS	04085046	2004-02-10	0.00	A
USGS	04085046	2004-02-11	0.00	A
USGS	04085046	2004-02-12	0.00	A
USGS	04085046	2004-02-13	0.00	A
USGS	04085046	2004-02-14	0.00	A
USGS	04085046	2004-02-15	0.00	A
USGS	04085046	2004-02-16	0.00	A
USGS	04085046	2004-02-17	0.00	A
USGS	04085046	2004-02-18	0.00	A
USGS	04085046	2004-02-19	0.00	A
USGS	04085046	2004-02-20	0.00	A
USGS	04085046	2004-02-21	0.00	A
USGS	04085046	2004-02-22	0.00	A
USGS	04085046	2004-02-23	0.00	A
USGS	04085046	2004-02-24	0.00	A
USGS	04085046	2004-02-25	0.00	A
USGS	04085046	2004-02-26	0.00	A
USGS	04085046	2004-02-27	0.00	A
USGS	04085046	2004-02-28	0.00	A
USGS	04085046	2004-02-29	0.00	A
USGS	04085046	2004-03-01	0.42	A
USGS	04085046	2004-03-02	0.00	A
USGS	04085046	2004-03-03	0.00	A
USGS	04085046	2004-03-04	0.00	A
USGS	04085046	2004-03-05	0.00	A
USGS	04085046	2004-03-06	0.00	A
USGS	04085046	2004-03-07	0.00	A
USGS	04085046	2004-03-08	0.00	A
USGS	04085046	2004-03-09	0.00	A
USGS	04085046	2004-03-10	0.00	A
USGS	04085046	2004-03-11	0.00	A
USGS	04085046	2004-03-12	0.00	A
USGS	04085046	2004-03-13	0.00	A
USGS	04085046	2004-03-14	0.00	A
USGS	04085046	2004-03-15	0.00	A
USGS	04085046	2004-03-16	0.00	A
USGS	04085046	2004-03-17	0.00	A
USGS	04085046	2004-03-18	0.00	A
USGS	04085046	2004-03-19	0.00	A
USGS	04085046	2004-03-20	0.00	A
USGS	04085046	2004-03-21	0.00	A
USGS	04085046	2004-03-22	0.00	A
USGS	04085046	2004-03-23	0.00	A
USGS	04085046	2004-03-24	0.00	A
USGS	04085046	2004-03-25	0.18	A
USGS	04085046	2004-03-26	0.08	A
USGS	04085046	2004-03-27	0.00	A
USGS	04085046	2004-03-28	0.58	A
USGS	04085046	2004-03-29	0.01	A
USGS	04085046	2004-03-30	0.00	A
USGS	04085046	2004-03-31	0.00	A
USGS	04085046	2004-04-01	0.00	A
USGS	04085046	2004-04-02	0.00	A
USGS	04085046	2004-04-03	0.00	A
USGS	04085046	2004-04-04	0.00	A
USGS	04085046	2004-04-05	0.00	A
USGS	04085046	2004-04-06	0.11	A
USGS	04085046	2004-04-07	0.00	A
USGS	04085046	2004-04-08	0.09	A
USGS	04085046	2004-04-09	0.00	A
USGS	04085046	2004-04-10	0.00	A
USGS	04085046	2004-04-11	0.00	A
USGS	04085046	2004-04-12	0.00	A
USGS	04085046	2004-04-13	0.00	A
USGS	04085046	2004-04-14	0.00	A
USGS	04085046	2004-04-15	0.08	A
USGS	04085046	2004-04-16	0.01	A
USGS	04085046	2004-04-17	0.09	A
USGS	04085046	2004-04-18	0.02	A
USGS	04085046	2004-04-19	0.02	A
USGS	04085046	2004-04-20	0.22	A
USGS	04085046	2004-04-21	0.06	A
USGS	04085046	2004-04-22	0.00	A
USGS	04085046	2004-04-23	0.00	A
USGS	04085046	2004-04-24	0.05	A
USGS	04085046	2004-04-25	0.25	A
USGS	04085046	2004-04-26	0.01	A
USGS	04085046	2004-04-27	0.00	A
USGS	04085046	2004-04-28	0.00	A
USGS	04085046	2004-04-29	0.00	A
USGS	04085046	2004-04-30	0.03	A
USGS	04085046	2004-05-01	0.00	A
USGS	04085046	2004-05-02	0.00	A
USGS	04085046	2004-05-03	0.00	A
USGS	04085046	2004-05-04	0.00	A
USGS	04085046	2004-05-05	0.00	A
USGS	04085046	2004-05-06	0.00	A
USGS	04085046	2004-05-07	0.11	A
USGS	04085046	2004-05-08	1.18	A
USGS	04085046	2004-05-09	0.00	A
USGS	04085046	2004-05-10	0.02	A
USGS	04085046	2004-05-11	0.00	A
USGS	04085046	2004-05-12	0.70	A
USGS	04085046	2004-05-13	0.24	A
USGS	04085046	2004-05-14	0.35	A
USGS	04085046	2004-05-15	0.00	A
USGS	04085046	2004-05-16	0.00	A
USGS	04085046	2004-05-17	0.03	A
USGS	04085046	2004-05-18	0.01	A
USGS	04085046	2004-05-19	0.08	A
USGS	04085046	2004-05-20	0.88	A
USGS	04085046	2004-05-21	0.53	A
USGS	04085046	2004-05-22	0.22	A
USGS	04085046	2004-05-23	1.79	A
USGS	04085046	2004-05-24	0.02	A
USGS	04085046	2004-05-25	0.00	A
USGS	04085046	2004-05-26	0.00	A
USGS	04085046	2004-05-27	0.11	A
USGS	04085046	2004-05-28	0.00	A
USGS	04085046	2004-05-29	0.06	A
USGS	04085046	2004-05-30	0.79	A
USGS	04085046	2004-05-31	0.45	A
USGS	04085046	2004-06-01	0.00	A
USGS	04085046	2004-06-02	0.00	A
USGS	04085046	2004-06-03	0.00	A
USGS	04085046	2004-06-04	0.00	A
USGS	04085046	2004-06-05	0.00	A
USGS	04085046	2004-06-06	0.01	A
USGS	04085046	2004-06-07	0.00	A
USGS	04085046	2004-06-08	0.00	A
USGS	04085046	2004-06-09	0.82	A
USGS	04085046	2004-06-10	0.17	A
USGS	04085046	2004-06-11	0.66	A
USGS	04085046	2004-06-12	0.06	A
USGS	04085046	2004-06-13	1.12	A
USGS	04085046	2004-06-14	0.01	A
USGS	04085046	2004-06-15	0.00	A
USGS	04085046	2004-06-16	0.78	A
USGS	04085046	2004-06-17	0.05	A
USGS	04085046	2004-06-18	0.00	A
USGS	04085046	2004-06-19	0.00	A
USGS	04085046	2004-06-20	0.00	A
USGS	04085046	2004-06-21	0.07	A
USGS	04085046	2004-06-22	0.00	A
USGS	04085046	2004-06-23	0.12	A
USGS	04085046	2004-06-24	0.01	A
USGS	04085046	2004-06-25	0.00	A
USGS	04085046	2004-06-26	0.00	A
USGS	04085046	2004-06-27	0.22	A
USGS	04085046	2004-06-28	0.00	A
USGS	04085046	2004-06-29	0.00	A
USGS	04085046	2004-06-30	0.00	A
USGS	04085046	2004-07-01	0.00	A
USGS	04085046	2004-07-02	0.00	A
USGS	04085046	2004-07-03	0.07	A
USGS	04085046	2004-07-04	0.55	A
USGS	04085046	2004-07-05	0.00	A
USGS	04085046	2004-07-06	0.36	A
USGS	04085046	2004-07-07	0.03	A
USGS	04085046	2004-07-08	0.00	A
USGS	04085046	2004-07-09	0.00	A
USGS	04085046	2004-07-10	0.00	A
USGS	04085046	2004-07-11	0.00	A
USGS	04085046	2004-07-12	0.01	A
USGS	04085046	2004-07-13	0.65	A
USGS	04085046	2004-07-14	0.00	A
USGS	04085046	2004-07-15	0.00	A
USGS	04085046	2004-07-16	0.00	A
USGS	04085046	2004-07-17	0.00	A
USGS	04085046	2004-07-18	0.00	A
USGS	04085046	2004-07-19	0.00	A
USGS	04085046	2004-07-20	0.00	A
USGS	04085046	2004-07-21	0.00	A
USGS	04085046	2004-07-22	0.00	A
USGS	04085046	2004-07-23	0.00	A
USGS	04085046	2004-07-24	0.00	A
USGS	04085046	2004-07-25	0.00	A
USGS	04085046	2004-07-26	0.00	A
USGS	04085046	2004-07-27	0.00	A
USGS	04085046	2004-07-28	0.00	A
USGS	04085046	2004-07-29	0.15	A
USGS	04085046	2004-07-30	0.00	A
USGS	04085046	2004-07-31	0.00	A
USGS	04085046	2004-08-01	0.13	A
USGS	04085046	2004-08-02	0.05	A
USGS	04085046	2004-08-03	0.01	A
USGS	04085046	2004-08-04	0.00	A
USGS	04085046	2004-08-05	0.00	A
USGS	04085046	2004-08-06	0.00	A
USGS	04085046	2004-08-07	0.00	A
USGS	04085046	2004-08-08	0.21	A
USGS	04085046	2004-08-09	0.02	A
USGS	04085046	2004-08-10	0.00	A
USGS	04085046	2004-08-11	0.02	A
USGS	04085046	2004-08-12	0.00	A
USGS	04085046	2004-08-13	0.00	A
USGS	04085046	2004-08-14	0.00	A
USGS	04085046	2004-08-15	0.00	A
USGS	04085046	2004-08-16	0.02	A
USGS	04085046	2004-08-17	0.09	A
USGS	04085046	2004-08-18	0.29	A
USGS	04085046	2004-08-19	0.01	A
USGS	04085046	2004-08-20	0.00	A
USGS	04085046	2004-08-21	0.00	A
USGS	04085046	2004-08-22	0.00	A
USGS	04085046	2004-08-23	0.00	A
USGS	04085046	2004-08-24	0.12	A
USGS	04085046	2004-08-25	0.04	A
USGS	04085046	2004-08-26	0.17	A
USGS	04085046	2004-08-27	0.32	A
USGS	04085046	2004-08-28	0.07	A
USGS	04085046	2004-08-29	0.00	A
USGS	04085046	2004-08-30	0.00	A
USGS	04085046	2004-08-31	0.00	A
USGS	04085046	2004-09-01	0.00	A
USGS	04085046	2004-09-02	0.00	A
USGS	04085046	2004-09-03	0.00	A
USGS	04085046	2004-09-04	0.00	A
USGS	04085046	2004-09-05	0.00	A
USGS	04085046	2004-09-06	0.16	A
USGS	04085046	2004-09-07	0.00	A
USGS	04085046	2004-09-08	0.00	A
USGS	04085046	2004-09-09	0.00	A
USGS	04085046	2004-09-10	0.00	A
USGS	04085046	2004-09-11	0.01	A
USGS	04085046	2004-09-12	0.00	A
USGS	04085046	2004-09-13	0.00	A
USGS	04085046	2004-09-14	0.00	A
USGS	04085046	2004-09-15	0.10	A
USGS	04085046	2004-09-16	0.00	A
USGS	04085046	2004-09-17	0.00	A
USGS	04085046	2004-09-18	0.00	A
USGS	04085046	2004-09-19	0.00	A
USGS	04085046	2004-09-20	0.00	A
USGS	04085046	2004-09-21	0.00	A
USGS	04085046	2004-09-22	0.00	A
USGS	04085046	2004-09-23	0.00	A
USGS	04085046	2004-09-24	0.00	A
USGS	04085046	2004-09-25	0.00	A
USGS	04085046	2004-09-26	0.00	A
USGS	04085046	2004-09-27	0.01	A
USGS	04085046	2004-09-28	0.00	A
USGS	04085046	2004-09-29	0.00	A
USGS	04085046	2004-09-30	0.00	A
USGS	04085046	2004-10-01	0.16	A
USGS	04085046	2004-10-02	0.00	A
USGS	04085046	2004-10-03	0.00	A
USGS	04085046	2004-10-04	0.00	A
USGS	04085046	2004-10-05	0.00	A
USGS	04085046	2004-10-06	0.00	A
USGS	04085046	2004-10-07	0.00	A
USGS	04085046	2004-10-08	0.35	A
USGS	04085046	2004-10-09	0.00	A
USGS	04085046	2004-10-10	0.00	A
USGS	04085046	2004-10-11	0.00	A
USGS	04085046	2004-10-12	0.00	A
USGS	04085046	2004-10-13	0.00	A
USGS	04085046	2004-10-14	0.00	A
USGS	04085046	2004-10-15	0.10	A
USGS	04085046	2004-10-16	0.02	A
USGS	04085046	2004-10-17	0.00	A
USGS	04085046	2004-10-18	0.00	A
USGS	04085046	2004-10-19	0.00	A
USGS	04085046	2004-10-20	0.00	A
USGS	04085046	2004-10-21	0.01	A
USGS	04085046	2004-10-22	0.00	A
USGS	04085046	2004-10-23	1.16	A
USGS	04085046	2004-10-24	0.00	A
USGS	04085046	2004-10-25	0.00	A
USGS	04085046	2004-10-26	0.02	A
USGS	04085046	2004-10-27	0.00	A
USGS	04085046	2004-10-28	1.80	A
USGS	04085046	2004-10-29	0.03	A
USGS	04085046	2004-10-30	0.19	A
USGS	04085046	2004-10-31	0.00	A
USGS	04085046	2004-11-01	0.04	A
USGS	04085046	2004-11-02	0.14	A
USGS	04085046	2004-11-03	0.00	A
USGS	04085046	2004-11-04	0.01	A
USGS	04085046	2004-11-05	0.00	A
USGS	04085046	2004-11-06	0.00	A
USGS	04085046	2004-11-07	0.00	A
USGS	04085046	2004-11-08	0.00	A
USGS	04085046	2004-11-09	0.00	A
USGS	04085046	2004-11-10	0.12	A
USGS	04085046	2004-11-11	0.00	A
USGS	04085046	2004-11-12	0.00	A
USGS	04085046	2004-11-13	0.00	A
USGS	04085046	2004-11-14	0.00	A
USGS	04085046	2004-11-15	0.01	A
USGS	04085046	2004-11-16	0.00	A
USGS	04085046	2004-11-17		
USGS	04085046	2004-11-18		
USGS	04085046	2004-11-19		
USGS	04085046	2004-11-20		
USGS	04085046	2004-11-21		
USGS	04085046	2004-11-22		
USGS	04085046	2004-11-23		
USGS	04085046	2004-11-24		
USGS	04085046	2004-11-25		
USGS	04085046	2004-11-26		
USGS	04085046	2004-11-27		
USGS	04085046	2004-11-28		
USGS	04085046	2004-11-29		
USGS	04085046	2004-11-30		
USGS	04085046	2004-12-01		
USGS	04085046	2004-12-02		
USGS	04085046	2004-12-03		
USGS	04085046	2004-12-04		
USGS	04085046	2004-12-05		
USGS	04085046	2004-12-06		
USGS	04085046	2004-12-07		
USGS	04085046	2004-12-08		
USGS	04085046	2004-12-09		
USGS	04085046	2004-12-10		
USGS	04085046	2004-12-11		
USGS	04085046	2004-12-12		
USGS	04085046	2004-12-13		
USGS	04085046	2004-12-14		
USGS	04085046	2004-12-15		
USGS	04085046	2004-12-16		
USGS	04085046	2004-12-17		
USGS	04085046	2004-12-18		
USGS	04085046	2004-12-19		
USGS	04085046	2004-12-20		
USGS	04085046	2004-12-21		
USGS	04085046	2004-12-22		
USGS	04085046	2004-12-23		
USGS	04085046	2004-12-24		
USGS	04085046	2004-12-25		
USGS	04085046	2004-12-26		
USGS	04085046	2004-12-27		
USGS	04085046	2004-12-28		
USGS	04085046	2004-12-29		
USGS	04085046	2004-12-30		
USGS	04085046	2004-12-31		
USGS	04085046	2005-01-01		
USGS	04085046	2005-01-02		
USGS	04085046	2005-01-03		
USGS	04085046	2005-01-04		
USGS	04085046	2005-01-05		
USGS	04085046	2005-01-06		
USGS	04085046	2005-01-07		
USGS	04085046	2005-01-08		
USGS	04085046	2005-01-09		
USGS	04085046	2005-01-10		
USGS	04085046	2005-01-11		
USGS	04085046	2005-01-12		
USGS	04085046	2005-01-13		
USGS	04085046	2005-01-14		
USGS	04085046	2005-01-15		
USGS	04085046	2005-01-16		
USGS	04085046	2005-01-17		
USGS	04085046	2005-01-18		
USGS	04085046	2005-01-19		
USGS	04085046	2005-01-20		
USGS	04085046	2005-01-21		
USGS	04085046	2005-01-22		
USGS	04085046	2005-01-23		
USGS	04085046	2005-01-24		
USGS	04085046	2005-01-25		
USGS	04085046	2005-01-26		
USGS	04085046	2005-01-27		
USGS	04085046	2005-01-28		
USGS	04085046	2005-01-29		
USGS	04085046	2005-01-30		
USGS	04085046	2005-01-31		
USGS	04085046	2005-02-01		
USGS	04085046	2005-02-02		
USGS	04085046	2005-02-03		
USGS	04085046	2005-02-04		
USGS	04085046	2005-02-05		
USGS	04085046	2005-02-06		
USGS	04085046	2005-02-07		
USGS	04085046	2005-02-08		
USGS	04085046	2005-02-09		
USGS	04085046	2005-02-10		
USGS	04085046	2005-02-11		
USGS	04085046	2005-02-12		
USGS	04085046	2005-02-13		
USGS	04085046	2005-02-14		
USGS	04085046	2005-02-15		
USGS	04085046	2005-02-16		
USGS	04085046	2005-02-17		
USGS	04085046	2005-02-18		
USGS	04085046	2005-02-19		
USGS	04085046	2005-02-20		
USGS	04085046	2005-02-21		
USGS	04085046	2005-02-22		
USGS	04085046	2005-02-23		
USGS	04085046	2005-02-24		
USGS	04085046	2005-02-25		
USGS	04085046	2005-02-26		
USGS	04085046	2005-02-27		
USGS	04085046	2005-02-28		
USGS	04085046	2005-03-01		
USGS	04085046	2005-03-02		
USGS	04085046	2005-03-03		
USGS	04085046	2005-03-04		
USGS	04085046	2005-03-05		
USGS	04085046	2005-03-06		
USGS	04085046	2005-03-07		
USGS	04085046	2005-03-08		
USGS	04085046	2005-03-09		
USGS	04085046	2005-03-10		
USGS	04085046	2005-03-11		
USGS	04085046	2005-03-12		
USGS	04085046	2005-03-13		
USGS	04085046	2005-03-14		
USGS	04085046	2005-03-15		
USGS	04085046	2005-03-16		
USGS	04085046	2005-03-17		
USGS	04085046	2005-03-18		
USGS	04085046	2005-03-19		
USGS	04085046	2005-03-20		
USGS	04085046	2005-03-21		
USGS	04085046	2005-03-22		
USGS	04085046	2005-03-23		
USGS	04085046	2005-03-24		
USGS	04085046	2005-03-25	0.00	A
USGS	04085046	2005-03-26	0.00	A
USGS	04085046	2005-03-27	0.00	A
USGS	04085046	2005-03-28	0.00	A
USGS	04085046	2005-03-29	0.00	A
USGS	04085046	2005-03-30	0.40	A
USGS	04085046	2005-03-31	0.00	A
USGS	04085046	2005-04-01	0.02	A
USGS	04085046	2005-04-02	0.00	A
USGS	04085046	2005-04-03	0.00	A
USGS	04085046	2005-04-04	0.00	A
USGS	04085046	2005-04-05	0.00	A
USGS	04085046	2005-04-06	0.00	A
USGS	04085046	2005-04-07	0.00	A
USGS	04085046	2005-04-08	0.00	A
USGS	04085046	2005-04-09	0.00	A
USGS	04085046	2005-04-10	0.00	A
USGS	04085046	2005-04-11	0.02	A
USGS	04085046	2005-04-12	0.00	A
USGS	04085046	2005-04-13	0.00	A
USGS	04085046	2005-04-14	0.00	A
USGS	04085046	2005-04-15	0.00	A
USGS	04085046	2005-04-16	0.00	A
USGS	04085046	2005-04-17	0.00	A
USGS	04085046	2005-04-18	0.00	A
USGS	04085046	2005-04-19	1.14	A
USGS	04085046	2005-04-20	0.05	A
USGS	04085046	2005-04-21	0.00	A
USGS	04085046	2005-04-22	0.00	A
USGS	04085046	2005-04-23	0.00	A
USGS	04085046	2005-04-24	0.00	A
USGS	04085046	2005-04-25	0.26	A
USGS	04085046	2005-04-26	0.16	A
USGS	04085046	2005-04-27	0.02	A
USGS	04085046	2005-04-28	0.00	A
USGS	04085046	2005-04-29	0.00	A
USGS	04085046	2005-04-30	0.00	A
USGS	04085046	2005-05-01	0.00	A
USGS	04085046	2005-05-02	0.00	A
USGS	04085046	2005-05-03	0.00	A
USGS	04085046	2005-05-04	0.00	A
USGS	04085046	2005-05-05	0.00	A
USGS	04085046	2005-05-06	0.10	A
USGS	04085046	2005-05-07	0.00	A
USGS	04085046	2005-05-08	0.00	A
USGS	04085046	2005-05-09	0.10	A
USGS	04085046	2005-05-10	0.00	A
USGS	04085046	2005-05-11	0.00	A
USGS	04085046	2005-05-12	0.00	A
USGS	04085046	2005-05-13	0.74	A
USGS	04085046	2005-05-14	0.03	A
USGS	04085046	2005-05-15	0.00	A
USGS	04085046	2005-05-16	0.00	A
USGS	04085046	2005-05-17	0.06	A
USGS	04085046	2005-05-18	0.06	A
USGS	04085046	2005-05-19	0.66	A
USGS	04085046	2005-05-20	0.00	A
USGS	04085046	2005-05-21	0.00	A
USGS	04085046	2005-05-22	0.15	A
USGS	04085046	2005-05-23	0.00	A
USGS	04085046	2005-05-24	0.00	A
USGS	04085046	2005-05-25	0.00	A
USGS	04085046	2005-05-26	0.02	A
USGS	04085046	2005-05-27	0.21	A
USGS	04085046	2005-05-28	0.00	A
USGS	04085046	2005-05-29	0.07	A
USGS	04085046	2005-05-30	0.00	A
USGS	04085046	2005-05-31	0.00	A
USGS	04085046	2005-06-01	0.00	A
USGS	04085046	2005-06-02	0.00	A
USGS	04085046	2005-06-03	0.00	A
USGS	04085046	2005-06-04	0.11	A
USGS	04085046	2005-06-05	0.34	A
USGS	04085046	2005-06-06	0.00	A
USGS	04085046	2005-06-07	0.09	A
USGS	04085046	2005-06-08	0.01	A
USGS	04085046	2005-06-09	0.14	A
USGS	04085046	2005-06-10	0.14	A
USGS	04085046	2005-06-11	0.04	A
USGS	04085046	2005-06-12	0.00	A
USGS	04085046	2005-06-13	1.90	A
USGS	04085046	2005-06-14	0.00	A
USGS	04085046	2005-06-15	0.00	A
USGS	04085046	2005-06-16	0.00	A
USGS	04085046	2005-06-17	0.00	A
USGS	04085046	2005-06-18	0.00	A
USGS	04085046	2005-06-19	0.00	A
USGS	04085046	2005-06-20	0.00	A
USGS	04085046	2005-06-21	0.00	A
USGS	04085046	2005-06-22	0.00	A
USGS	04085046	2005-06-23	0.00	A
USGS	04085046	2005-06-24	0.28	A
USGS	04085046	2005-06-25	0.00	A
USGS	04085046	2005-06-26	0.00	A
USGS	04085046	2005-06-27	0.00	A
USGS	04085046	2005-06-28	0.00	A
USGS	04085046	2005-06-29	0.00	A
USGS	04085046	2005-06-30	0.08	A
USGS	04085046	2005-07-01	0.00	A
USGS	04085046	2005-07-02	0.00	A
USGS	04085046	2005-07-03	0.00	A
USGS	04085046	2005-07-04	1.13	A
USGS	04085046	2005-07-05	0.00	A
USGS	04085046	2005-07-06	0.00	A
USGS	04085046	2005-07-07	0.00	A
USGS	04085046	2005-07-08	0.00	A
USGS	04085046	2005-07-09	0.00	A
USGS	04085046	2005-07-10	0.00	A
USGS	04085046	2005-07-11	0.00	A
USGS	04085046	2005-07-12	0.00	A
USGS	04085046	2005-07-13	0.00	A
USGS	04085046	2005-07-14	0.00	A
USGS	04085046	2005-07-15	0.00	A
USGS	04085046	2005-07-16	0.00	A
USGS	04085046	2005-07-17	0.00	A
USGS	04085046	2005-07-18	0.00	A
USGS	04085046	2005-07-19	0.00	A
USGS	04085046	2005-07-20	0.05	A
USGS	04085046	2005-07-21	0.02	A
USGS	04085046	2005-07-22	0.00	A
USGS	04085046	2005-07-23	0.41	A
USGS	04085046	2005-07-24	0.00	A
USGS	04085046	2005-07-25	0.73	A
USGS	04085046	2005-07-26	0.26	A
USGS	04085046	2005-07-27	0.00	A
USGS	04085046	2005-07-28	0.00	A
USGS	04085046	2005-07-29	0.00	A
USGS	04085046	2005-07-30	0.00	A
USGS	04085046	2005-07-31	0.01	A
USGS	04085046	2005-08-01	0.00	A
USGS	04085046	2005-08-02	0.00	A
USGS	04085046	2005-08-03	0.00	A
USGS	04085046	2005-08-04	0.00	A
USGS	04085046	2005-08-05	0.00	A
USGS	04085046	2005-08-06	0.00	A
USGS	04085046	2005-08-07	0.00	A
USGS	04085046	2005-08-08	0.00	A
USGS	04085046	2005-08-09	0.18	A
USGS	04085046	2005-08-10	0.01	A
USGS	04085046	2005-08-11	0.58	A
USGS	04085046	2005-08-12	0.08	A
USGS	04085046	2005-08-13	0.00	A
USGS	04085046	2005-08-14	0.00	A
USGS	04085046	2005-08-15	0.00	A
USGS	04085046	2005-08-16	0.00	A
USGS	04085046	2005-08-17	0.00	A
USGS	04085046	2005-08-18	1.57	A
USGS	04085046	2005-08-19	0.04	A
USGS	04085046	2005-08-20	0.06	A
USGS	04085046	2005-08-21	0.00	A
USGS	04085046	2005-08-22	0.00	A
USGS	04085046	2005-08-23	0.00	A
USGS	04085046	2005-08-24	0.00	A
USGS	04085046	2005-08-25	0.00	A
USGS	04085046	2005-08-26	0.85	A
USGS	04085046	2005-08-27	0.57	A
USGS	04085046	2005-08-28	0.00	A
USGS	04085046	2005-08-29	0.00	A
USGS	04085046	2005-08-30	0.00	A
USGS	04085046	2005-08-31	0.00	A
USGS	04085046	2005-09-01	0.00	A
USGS	04085046	2005-09-02	0.00	A
USGS	04085046	2005-09-03	0.00	A
USGS	04085046	2005-09-04	0.00	A
USGS	04085046	2005-09-05	0.00	A
USGS	04085046	2005-09-06	0.00	A
USGS	04085046	2005-09-07	0.85	A
USGS	04085046	2005-09-08	0.01	A
USGS	04085046	2005-09-09	0.00	A
USGS	04085046	2005-09-10	0.00	A
USGS	04085046	2005-09-11	0.00	A
USGS	04085046	2005-09-12	0.00	A
USGS	04085046	2005-09-13	0.36	A
USGS	04085046	2005-09-14	0.00	A
USGS	04085046	2005-09-15	0.00	A
USGS	04085046	2005-09-16	0.00	A
USGS	04085046	2005-09-17	0.00	A
USGS	04085046	2005-09-18	0.00	A
USGS	04085046	2005-09-19	0.14	A
USGS	04085046	2005-09-20	0.00	A
USGS	04085046	2005-09-21	0.00	A
USGS	04085046	2005-09-22	0.27	A
USGS	04085046	2005-09-23	0.00	A
USGS	04085046	2005-09-24	0.00	A
USGS	04085046	2005-09-25	0.42	A
USGS	04085046	2005-09-26	0.05	A
USGS	04085046	2005-09-27	0.00	A
USGS	04085046	2005-09-28	0.64	A
USGS	04085046	2005-09-29	0.00	A
USGS	04085046	2005-09-30	0.00	A
USGS	04085046	2005-10-01	0.00	A
USGS	04085046	2005-10-02	0.00	A
USGS	04085046	2005-10-03	0.00	A
USGS	04085046	2005-10-04	0.05	A
USGS	04085046	2005-10-05	0.09	A
USGS	04085046	2005-10-06	0.26	A
USGS	04085046	2005-10-07	0.00	A
USGS	04085046	2005-10-08	0.00	A
USGS	04085046	2005-10-09	0.00	A
USGS	04085046	2005-10-10	0.00	A
USGS	04085046	2005-10-11	0.00	A
USGS	04085046	2005-10-12	0.01	A
USGS	04085046	2005-10-13	0.01	A
USGS	04085046	2005-10-14	0.00	A
USGS	04085046	2005-10-15	0.00	A
USGS	04085046	2005-10-16	0.00	A
USGS	04085046	2005-10-17	0.10	A
USGS	04085046	2005-10-18	0.00	A
USGS	04085046	2005-10-19	0.00	A
USGS	04085046	2005-10-20	0.00	A
USGS	04085046	2005-10-21	0.00	A
USGS	04085046	2005-10-22	0.57	A
USGS	04085046	2005-10-23	0.16	A
USGS	04085046	2005-10-24	0.01	A
USGS	04085046	2005-10-25	0.00	A
USGS	04085046	2005-10-26	0.00	A
USGS	04085046	2005-10-27	0.00	A
USGS	04085046	2005-10-28	0.00	A
USGS	04085046	2005-10-29	0.00	A
USGS	04085046	2005-10-30	0.05	A
